Id,SalePrice
1461,128159.58
1462,153400.12
1463,176968.94
1464,181427.5
1465,201989.51
1466,184924.35
1467,167687.99
1468,176064.59
1469,183802.15
1470,119333.0
1471,195790.61
1472,95507.0
1473,97589.5
1474,155480.32
1475,141047.3
1476,387630.69
1477,252784.6
1478,309164.4
1479,251468.0
1480,449481.64
1481,312321.1
1482,207152.45
1483,178302.94
1484,180499.06
1485,172893.08
1486,199246.1
1487,328586.75
1488,243738.9
1489,212490.32
1490,196916.7
1491,190543.5
1492,97052.97
1493,180517.46
1494,300571.35
1495,305512.33
1496,231624.85
1497,192640.36
1498,156230.24
1499,154562.64
1500,150276.39
1501,175554.0
1502,165315.99
1503,291993.36
1504,229863.8
1505,219204.03
1506,185173.47
1507,212904.12
1508,201410.58
1509,164942.33
1510,150940.33
1511,151754.61
1512,171269.55
1513,148741.68
1514,156388.49
1515,170302.0
1516,158495.85
1517,155692.25
1518,129591.45
1519,230230.93
1520,138096.75
1521,146253.0
1522,160116.0
1523,114228.58
1524,119164.5
1525,125627.72
1526,131057.0
1527,100822.74
1528,125222.5
1529,146396.5
1530,169058.0
1531,126835.96
1532,106573.33
1533,141588.25
1534,117559.47
1535,152628.5
1536,114603.47
1537,74745.11
1538,184957.78
1539,234500.98
1540,114805.93
1541,150268.18
1542,138821.0
1543,222756.86
1544,81742.0
1545,106332.83
1546,125256.5
1547,140789.75
1548,138805.67
1549,116398.25
1550,142848.85
1551,113093.01
1552,148631.84
1553,142906.14
1554,115053.58
1555,169965.5
1556,96882.28
1557,122590.57
1558,95995.97
1559,117505.63
1560,147738.37
1561,149641.29
1562,126860.5
1563,124072.83
1564,166749.16
1565,154828.0
1566,210798.24
1567,78650.11
1568,226114.74
1569,150099.44
1570,126688.0
1571,130646.12
1572,146799.1
1573,238536.54
1574,119302.87
1575,206244.24
1576,217468.78
1577,207072.42
1578,154577.5
1579,143685.3
1580,191513.5
1581,143346.25
1582,130026.5
1583,331940.4
1584,244947.66
1585,139546.0
1586,71943.37
1587,102325.3
1588,151975.08
1589,99771.94
1590,136113.3
1591,107383.61
1592,129699.87
1593,119292.21
1594,140080.99
1595,120870.93
1596,237008.36
1597,163333.06
1598,184391.13
1599,213420.41
1600,195616.29
1601,78390.0
1602,116651.8
1603,96456.7
1604,285885.09
1605,248153.7
1606,169397.4
1607,162583.69
1608,214475.93
1609,200520.91
1610,157342.49
1611,153115.65
1612,158051.99
1613,169450.27
1614,123239.13
1615,86969.0
1616,83208.0
1617,89262.08
1618,127103.0
1619,131883.0
1620,144238.66
1621,135932.16
1622,154244.76
1623,296607.04
1624,214910.06
1625,132984.08
1626,174426.35
1627,187667.5
1628,285394.1
1629,176131.05
1630,352611.92
1631,221359.48
1632,251729.63
1633,172307.36
1634,182316.0
1635,179170.04
1636,165383.55
1637,173732.1
1638,214841.28
1639,180624.32
1640,250697.69
1641,181886.5
1642,223267.65
1643,224692.39
1644,222503.07
1645,177487.0
1646,152816.0
1647,161461.0
1648,143981.25
1649,140737.3
1650,122785.34
1651,121829.82
1652,94567.0
1653,99399.0
1654,158482.35
1655,155935.8
1656,149484.82
1657,154148.0
1658,155030.0
1659,141765.3
1660,144794.0
1661,434393.53
1662,386997.14
1663,369465.02
1664,446110.03
1665,314841.5
1666,331673.84
1667,358891.81
1668,326874.87
1669,306544.56
1670,336858.31
1671,267511.64
1672,457406.43
1673,298745.94
1674,250526.29
1675,188363.14
1676,191074.66
1677,212193.37
1678,456238.35
1679,370282.34
1680,330874.6
1681,264685.93
1682,304271.23
1683,187646.26
1684,169707.65
1685,175106.63
1686,168529.0
1687,170603.89
1688,184127.7
1689,186860.88
1690,184994.4
1691,177238.11
1692,271507.59
1693,170717.87
1694,183810.82
1695,169864.34
1696,266797.23
1697,172399.17
1698,342490.28
1699,321929.33
1700,247189.52
1701,268075.1
1702,258463.15
1703,251834.24
1704,295353.92
1705,233761.12
1706,448615.22
1707,224196.68
1708,218878.74
1709,287734.72
1710,228756.65
1711,272101.09
1712,252046.62
1713,244471.92
1714,223160.41
1715,200156.15
1716,175868.41
1717,166483.04
1718,141095.24
1719,205152.3
1720,251389.97
1721,165399.17
1722,132486.0
1723,157526.0
1724,218132.24
1725,230763.07
1726,189028.75
1727,171307.47
1728,187356.2
1729,163096.33
1730,166169.03
1731,118816.57
1732,134632.6
1733,129700.76
1734,133692.62
1735,131622.0
1736,117594.14
1737,361847.5
1738,216261.2
1739,273551.96
1740,192777.33
1741,178525.15
1742,174062.0
1743,172888.0
1744,317762.1
1745,241707.74
1746,272278.26
1747,220312.86
1748,202829.5
1749,161473.8
1750,148305.74
1751,226274.66
1752,124952.0
1753,140031.34
1754,215760.15
1755,166322.4
1756,120789.74
1757,121086.24
1758,147272.34
1759,168511.0
1760,157471.9
1761,152249.56
