Id,SalePrice
1461,127861.44
1462,153199.74666666667
1463,179228.89333333334
1464,182283.0
1465,200892.34
1466,185351.73333333334
1467,167908.63333333333
1468,176037.06
1469,183093.18666666668
1470,119345.50666666667
1471,194595.54666666666
1472,96217.33333333333
1473,98822.33333333333
1474,155234.71333333335
1475,141536.16666666666
1476,386706.85333333333
1477,251934.91333333333
1478,309780.0333333333
1479,252364.50666666665
1480,451778.30666666664
1481,311624.55333333334
1482,207311.4
1483,175862.18666666668
1484,180350.41333333333
1485,173038.16
1486,199758.56666666668
1487,333194.9533333333
1488,242508.3
1489,212512.41333333333
1490,199023.07333333333
1491,191029.20666666667
1492,96402.93333333333
1493,178401.58
1494,300392.0733333333
1495,305683.73333333334
1496,233554.27333333335
1497,192819.50666666665
1498,155699.74
1499,153872.35333333333
1500,152189.09333333332
1501,175554.88666666666
1502,165367.05333333334
1503,294982.0933333333
1504,231781.86
1505,218756.30666666667
1506,183561.31333333332
1507,216212.14666666667
1508,200774.72
1509,164562.88666666666
1510,151864.28
1511,151501.86
1512,172328.7
1513,146499.44
1514,158365.66
1515,170405.66666666666
1516,159853.13333333333
1517,153670.5
1518,130529.14666666667
1519,228679.72666666665
1520,138051.5
1521,145646.39333333334
1522,161159.66666666666
1523,113364.84
1524,120546.34
1525,126152.2
1526,129749.84
1527,101446.33333333333
1528,127215.33333333333
1529,146180.83333333334
1530,167190.21333333335
1531,127137.00666666667
1532,108100.22
1533,142438.80666666667
1534,117444.53333333334
1535,155772.33333333334
1536,115746.28666666667
1537,75336.27333333333
1538,186319.93333333332
1539,234670.01333333334
1540,114039.42666666667
1541,152473.61333333334
1542,141299.33333333334
1543,223430.82
1544,81239.40666666666
1545,105375.22
1546,123773.80666666667
1547,142461.59333333332
1548,138633.34
1549,116003.5
1550,144625.9
1551,115460.70666666667
1552,149256.07333333333
1553,144283.53333333333
1554,114468.02666666667
1555,168165.0
1556,95696.88
1557,122725.66666666667
1558,94634.67333333334
1559,116342.75333333333
1560,149919.58
1561,150484.52666666667
1562,127187.66666666667
1563,123904.55333333333
1564,165158.84666666668
1565,157210.54666666666
1566,212351.66666666666
1567,78342.2
1568,225640.12
1569,152705.17333333334
1570,125836.66666666667
1571,132559.64
1572,146249.23333333334
1573,239344.87333333332
1574,118034.76
1575,207601.45333333334
1576,217580.37333333332
1577,207289.77333333335
1578,156690.73333333334
1579,143792.73333333334
1580,190925.24666666667
1581,142930.33333333334
1582,128617.0
1583,331665.44666666666
1584,244644.24
1585,139684.0
1586,71150.94
1587,104172.40666666666
1588,151788.61333333334
