Id,SalePrice
1461,107000
1462,160000
1463,172400
1464,176000
1465,153900
1466,163900
1467,149000
1468,172400
1469,126000
1470,110000
1471,133000
1472,106000
1473,106000
1474,148500
1475,148500
1476,253293
1477,202500
1478,214000
1479,214000
1480,253293
1481,203000
1482,202500
1483,176000
1484,159895
1485,170000
1486,176000
1487,221000
1488,178000
1489,186500
1490,207500
1491,173000
1492,79000
1493,109900
1494,190000
1495,290000
1496,136500
1497,151000
1498,151000
1499,151000
1500,151000
1501,148800
1502,148800
1503,185000
1504,207500
1505,185000
1506,140000
1507,210000
1508,175000
1509,100000
1510,135000
1511,140000
1512,100000
1513,88000
1514,88000
1515,123000
1516,80000
1517,134500
1518,110000
1519,200000
1520,135000
1521,135000
1522,100000
1523,135000
1524,110000
1525,100000
1526,107500
1527,105900
1528,120000
1529,109008
1530,135000
1531,135000
1532,66500
1533,110000
1534,79000
1535,110500
1536,66500
1537,55000
1538,102000
1539,96500
1540,37900
1541,66500
1542,79500
1543,85500
1544,94750
1545,128000
1546,109000
1547,109000
1548,102000
1549,82500
1550,109500
1551,66500
1552,135000
1553,105900
1554,105900
1555,132000
1556,64500
1557,79900
1558,82500
1559,34900
1560,140000
1561,135000
1562,119000
1563,127000
1564,134500
1565,127000
1566,260000
1567,80000
1568,188000
1569,129000
1570,119000
1571,120000
1572,82500
1573,187100
1574,82500
1575,144000
1576,173000
1577,230000
1578,99500
1579,123600
1580,172400
1581,112500
1582,110000
1583,203000
1584,178000
1585,131500
1586,79900
1587,82500
1588,84900
1589,82500
1590,107000
1591,105000
1592,60000
1593,119000
1594,93000
1595,104900
1596,135000
1597,110000
1598,160000
1599,124000
1600,124000
1601,64500
1602,125500
1603,34900
1604,208900
1605,185900
1606,142500
1607,110000
1608,187500
1609,163990
1610,126000
1611,129500
1612,84500
1613,84500
1614,75000
1615,75000
1616,75000
1617,75000
1618,129500
1619,112000
1620,76500
1621,100000
1622,88000
1623,138000
1624,210000
1625,109008
1626,132000
1627,172400
1628,183200
1629,163900
1630,189000
1631,170000
1632,170000
1633,163900
1634,175000
1635,163900
1636,163900
1637,181000
1638,165000
1639,132000
1640,205000
1641,132000
1642,205950
1643,207500
1644,207500
1645,133500
1646,205000
1647,205000
1648,110000
1649,135000
1650,110000
1651,105900
1652,106000
1653,106000
1654,148500
1655,148500
1656,148500
1657,148500
1658,148500
1659,148500
1660,100000
1661,285000
1662,237000
1663,255500
1664,335000
1665,250000
1666,183900
1667,181000
1668,200000
1669,202500
1670,239000
1671,203000
1672,274900
1673,165400
1674,176432
1675,202500
1676,185850
1677,202500
1678,315500
1679,274900
1680,253293
1681,253293
1682,203000
1683,202500
1684,162000
1685,176000
1686,159895
1687,180000
1688,180000
1689,176000
1690,176000
1691,176000
1692,183200
1693,162000
1694,172400
1695,168000
1696,174000
1697,168000
1698,290000
1699,193000
1700,290000
1701,290000
1702,185000
1703,178000
1704,194500
1705,192000
1706,184750
1707,147000
1708,178000
1709,210000
1710,210000
1711,210000
1712,182000
1713,207500
1714,185000
1715,186500
1716,145000
1717,138000
1718,123600
1719,173000
1720,214000
1721,130500
1722,123600
1723,123600
1724,147000
1725,173000
1726,173000
1727,99500
1728,130500
1729,173000
1730,99500
1731,112500
1732,132500
1733,135000
1734,80000
1735,127000
1736,139000
1737,162500
1738,290000
1739,151000
1740,164500
1741,151000
1742,151000
1743,148800
1744,118000
1745,137000
1746,84900
1747,155000
1748,170000
1749,143000
1750,100000
1751,140000
1752,110000
1753,110000
1754,205000
1755,137000
1756,180500
1757,109008
1758,88000
1759,98300
1760,124500
1761,132000
1762,124500
1763,128500
1764,128000
1765,60000
1766,109008
1767,124500
1768,124500
1769,110000
1770,135000
1771,110000
1772,104900
1773,82500
1774,135000
1775,135000
1776,109000
1777,88000
1778,125500
1779,106500
1780,100000
1781,100000
1782,79000
1783,105900
1784,79900
1785,109000
1786,135000
1787,80000
1788,67000
1789,100000
1790,110000
1791,110000
1792,100000
1793,98300
1794,132000
1795,135000
1796,124000
1797,66500
1798,97000
1799,124500
1800,132500
1801,66500
1802,66500
1803,110000
1804,129500
1805,140000
1806,110000
1807,79000
1808,117000
1809,100000
1810,106500
1811,55000
1812,91300
1813,66500
1814,80000
1815,80000
1816,98000
1817,100000
1818,66500
1819,67000
1820,67000
1821,115000
1822,135000
1823,100000
1824,79000
1825,120000
1826,98000
1827,102000
1828,79000
1829,89000
1830,64500
1831,90000
1832,90000
1833,125500
1834,66500
1835,84500
1836,79000
1837,96500
1838,80000
1839,79900
1840,109000
1841,134500
1842,135000
1843,127000
1844,133500
1845,80000
1846,125500
1847,119000
1848,80000
1849,82500
1850,135000
1851,135000
1852,82500
1853,131500
1854,173000
1855,128500
1856,173000
1857,121500
1858,118858
1859,179000
1860,99500
1861,118858
1862,215000
1863,215000
1864,215000
1865,253293
1866,204000
1867,178000
1868,194500
1869,185000
1870,214000
1871,192000
1872,183500
1873,169000
1874,123000
1875,123600
1876,185900
1877,214000
1878,185000
1879,122000
1880,110000
1881,192000
1882,180000
1883,178000
1884,178000
1885,183900
1886,203000
1887,192000
1888,194500
1889,165400
1890,110000
1891,140000
1892,135000
1893,88000
1894,135000
1895,140000
1896,135000
1897,107000
1898,91000
1899,98000
1900,107900
1901,119000
1902,82500
1903,128000
1904,137000
1905,167000
1906,52000
1907,167000
1908,116900
1909,120000
1910,124000
1911,149000
1912,124000
1913,55000
1914,34900
1915,235000
1916,55993
1917,205950
1918,129500
1919,156000
1920,110000
1921,283463
1922,201000
1923,149000
1924,164500
1925,183500
1926,265900
1927,110000
1928,88000
1929,129000
1930,129500
1931,129500
1932,84500
1933,118000
1934,172400
1935,165600
1936,172400
1937,174000
1938,165600
1939,189000
1940,170000
1941,172400
1942,163900
1943,132250
1944,275000
1945,189000
1946,97000
1947,184750
1948,82500
1949,175000
1950,167900
1951,149900
1952,205000
1953,128500
1954,140000
1955,110000
1956,145000
1957,100000
1958,183900
1959,110000
1960,110000
1961,132000
1962,106000
1963,106000
1964,106000
1965,148500
1966,148500
1967,318000
1968,274900
1969,274000
1970,274900
1971,313000
1972,275000
1973,165400
1974,275000
1975,235000
1976,210000
1977,240000
1978,255500
1979,253293
1980,171750
1981,253293
1982,140000
1983,185850
1984,154000
1985,160200
1986,160200
1987,159895
1988,176000
1989,176000
1990,180000
1991,185850
1992,172400
1993,162000
1994,162000
1995,168000
1996,260000
1997,248000
1998,260400
1999,290000
2000,290000
2001,228000
2002,173000
2003,165400
2004,147000
2005,179900
2006,186500
2007,192000
2008,185000
2009,173000
2010,173000
2011,123600
2012,141000
2013,173000
2014,173000
2015,224900
2016,173000
2017,173000
2018,128200
2019,112000
2020,127000
2021,80000
2022,124500
2023,135000
2024,290000
2025,260400
2026,151000
2027,151000
2028,151000
2029,151000
2030,140000
2031,141000
2032,131500
2033,226000
2034,146000
2035,181000
2036,172500
2037,172500
2038,151000
2039,154000
2040,225000
2041,117500
2042,186500
2043,135000
2044,82500
2045,120500
2046,135000
2047,109008
2048,110000
2049,110000
2050,110000
2051,110000
2052,110000
2053,88000
2054,79500
2055,117000
2056,119000
2057,120000
2058,175900
2059,115000
2060,135000
2061,139000
2062,109008
2063,109000
2064,109008
2065,123000
2066,128950
2067,52000
2068,110000
2069,79000
2070,100000
2071,105900
2072,64500
2073,110000
2074,55000
2075,110000
2076,110000
2077,119000
2078,88000
2079,66500
2080,103200
2081,109000
2082,66500
2083,120000
2084,119000
2085,109500
2086,110000
2087,115000
2088,55000
2089,80000
2090,64500
2091,90000
2092,105900
2093,78000
2094,98000
2095,90000
2096,100000
2097,91300
2098,109000
2099,79000
2100,52000
2101,79000
2102,66500
2103,100000
2104,73000
2105,91300
2106,55000
2107,64500
2108,108500
2109,80000
2110,120000
2111,66500
2112,102000
2113,110500
2114,79500
2115,102000
2116,102000
2117,105900
2118,89000
2119,103200
2120,104900
2121,79900
2122,109000
2123,128000
2124,131000
2125,66500
2126,105900
2127,90000
2128,64500
2129,89000
2130,109000
2131,102000
2132,64500
2133,105900
2134,152000
2135,79900
2136,84500
2137,135000
2138,133000
2139,80000
2140,127000
2141,148000
2142,122000
2143,128200
2144,90000
2145,109000
2146,127000
2147,121500
2148,86000
2149,127000
2150,192000
2151,135000
2152,123600
2153,135000
2154,123600
2155,98600
2156,171000
2157,141000
2158,173000
2159,173000
2160,155835
2161,192000
2162,203000
2163,253293
2164,184900
2165,128200
2166,123000
2167,214000
2168,169500
2169,180000
2170,185900
2171,110000
2172,110000
2173,115000
2174,180000
2175,222500
2176,187100
2177,174000
2178,180000
2179,131500
2180,210000
2181,178000
2182,178000
2183,178000
2184,140000
2185,82500
2186,129000
2187,125000
2188,127000
2189,205000
2190,80000
2191,84000
2192,135000
2193,108000
2194,98300
2195,110000
2196,109000
2197,86000
2198,120000
2199,98000
2200,111000
2201,130500
2202,116000
2203,135000
2204,108000
2205,135000
2206,166000
2207,113000
2208,138000
2209,133700
2210,123000
2211,125500
2212,125500
2213,109000
2214,107500
2215,105900
2216,120000
2217,39300
2218,34900
2219,34900
2220,137500
2221,235000
2222,235000
2223,185000
2224,144000
2225,80000
2226,119500
2227,131500
2228,201000
2229,155835
2230,126000
2231,155835
2232,132000
2233,175000
2234,187500
2235,185000
2236,192000
2237,187500
2238,129500
2239,84500
2240,136500
2241,129500
2242,75000
2243,75000
2244,75000
2245,75000
2246,112000
2247,75000
2248,84500
2249,80000
2250,80000
2251,91000
2252,119000
2253,163900
2254,163900
2255,181000
2256,165600
2257,181000
2258,176000
2259,163900
2260,98600
2261,170000
2262,170000
2263,275000
2264,233230
2265,107500
2266,180000
2267,203000
2268,311872
2269,110000
2270,179900
2271,205000
2272,180000
2273,153500
2274,124500
2275,143000
2276,149900
2277,155000
2278,123000
2279,110000
2280,124500
2281,133000
2282,131500
2283,106000
2284,106000
2285,148500
2286,135000
2287,253293
2288,147000
2289,195400
2290,253293
2291,269500
2292,274000
2293,318000
2294,266000
2295,311872
2296,155835
2297,281000
2298,255500
2299,275000
2300,237000
2301,274900
2302,185000
2303,176432
2304,155835
2305,185850
2306,154000
2307,202500
2308,158000
2309,185850
2310,164990
2311,154000
2312,162000
2313,162000
2314,156932
2315,155835
2316,156932
2317,176000
2318,156932
2319,156932
2320,172785
2321,160200
2322,159895
2323,174000
2324,170000
2325,164990
2326,170000
2327,165400
2328,180000
2329,172400
2330,181000
2331,290000
2332,290000
2333,290000
2334,230000
2335,290000
2336,290000
2337,173900
2338,147000
2339,176432
2340,287090
2341,155835
2342,214000
2343,193879
2344,180000
2345,180000
2346,186500
2347,186500
2348,186500
2349,155835
2350,189000
2351,182000
2352,192000
2353,210000
2354,84500
2355,123600
2356,130500
2357,173000
2358,173000
2359,99500
2360,129000
2361,127000
2362,162500
2363,80000
2364,130500
2365,148800
2366,185000
2367,185000
2368,185000
2369,164500
2370,172500
2371,147400
2372,151000
2373,250000
2374,185000
2375,154000
2376,162500
2377,154000
2378,148000
2379,129000
2380,127000
2381,132000
2382,135000
2383,144000
2384,180000
2385,142500
2386,88000
2387,119000
2388,84000
2389,98300
2390,115000
2391,110000
2392,110000
2393,100000
2394,110000
2395,124500
2396,112500
2397,124500
2398,119000
2399,120000
2400,85500
2401,79500
2402,167000
2403,109008
2404,140000
2405,135000
2406,147000
2407,98600
2408,124500
2409,140000
2410,119000
2411,100000
2412,109008
2413,109008
2414,110000
2415,135000
2416,109008
2417,109500
2418,147000
2419,108500
2420,88000
2421,98300
2422,66500
2423,66500
2424,109008
2425,98300
2426,97000
2427,105900
2428,128200
2429,110000
2430,109008
2431,139000
2432,112500
2433,140000
2434,97000
2435,112500
2436,88000
2437,109500
2438,140000
2439,66500
2440,135000
2441,55000
2442,115000
2443,82500
2444,120000
2445,137500
2446,66500
2447,105900
2448,66500
2449,110000
2450,96500
2451,110500
2452,110000
2453,100000
2454,107500
2455,102000
2456,79900
2457,107900
2458,100000
2459,80500
2460,89000
2461,102000
2462,100000
2463,102000
2464,105900
2465,89000
2466,79900
2467,79000
2468,64500
2469,55000
2470,88000
2471,109900
2472,103000
2473,103000
2474,66500
2475,135000
2476,110000
2477,129500
2478,127000
2479,108000
2480,172500
2481,125000
2482,127000
2483,140000
2484,122000
2485,135000
2486,112500
2487,135000
2488,135000
2489,132000
2490,135000
2491,79000
2492,115000
2493,82500
2494,109008
2495,86000
2496,136000
2497,135000
2498,145000
2499,82500
2500,110000
2501,135000
2502,135000
2503,91000
2504,93000
2505,158000
2506,163990
2507,164990
2508,164990
2509,214000
2510,176432
2511,144000
2512,180000
2513,171000
2514,143000
2515,145000
2516,185900
2517,138000
2518,145000
2519,237000
2520,224900
2521,180000
2522,180000
2523,110000
2524,126000
2525,122000
2526,110000
2527,110000
2528,88000
2529,110000
2530,105900
2531,200000
2532,185900
2533,178000
2534,192000
2535,208500
2536,192500
2537,187100
2538,155835
2539,173500
2540,155835
2541,176432
2542,180000
2543,84900
2544,82500
2545,115000
2546,94750
2547,125000
2548,126000
2549,126000
2550,311872
2551,140000
2552,105000
2553,80000
2554,80000
2555,111000
2556,82500
2557,82500
2558,136500
2559,127000
2560,116900
2561,132000
2562,102000
2563,86000
2564,128000
2565,98300
2566,126175
2567,82500
2568,112500
2569,137000
2570,110500
2571,145000
2572,124000
2573,110000
2574,144000
2575,125500
2576,61000
2577,125500
2578,64500
2579,125500
2580,34900
2581,34900
2582,68400
2583,224000
2584,119500
2585,192000
2586,237000
2587,173000
2588,112000
2589,129500
2590,131500
2591,140000
2592,176485
2593,164990
2594,120500
2595,187500
2596,203000
2597,186500
2598,202900
2599,185000
2600,108000
2601,75500
2602,75000
2603,75000
2604,75000
2605,75000
2606,129500
2607,119500
2608,119500
2609,112000
2610,100000
2611,84500
2612,84500
2613,110000
2614,84500
2615,135000
2616,135000
2617,119000
2618,108480
2619,132000
2620,172400
2621,174000
2622,163900
2623,169000
2624,164990
2625,170000
2626,163900
2627,110000
2628,118000
2629,276000
2630,240000
2631,318000
2632,269500
2633,180000
2634,265900
2635,134500
2636,143500
2637,133000
2638,169990
2639,205000
2640,100000
2641,97000
2642,131500
2643,106000
2644,106000
2645,106000
2646,106000
2647,106000
2648,129000
2649,119000
2650,148500
2651,148500
2652,280000
2653,192000
2654,318000
2655,274000
2656,219210
2657,274000
2658,200141
2659,156932
2660,275000
2661,318000
2662,274000
2663,192500
2664,185850
2665,254000
2666,253293
2667,156932
2668,162000
2669,164990
2670,155835
2671,155835
2672,159895
2673,159895
2674,160200
2675,160200
2676,172400
